feature_id,return_period_2,return_period_5,return_period_10,return_period_25,return_period_50,return_period_100
20350681,101.42,184.13,238.89,308.08,359.41,410.36
5212897,129.29,210.11,263.63,331.24,381.4,431.18
1278624,128.11,258.98,345.63,455.11,536.33,616.95
20624320,69.36,269.59,402.16,569.67,693.93,817.28
1508295,46.51,402.06,637.46,934.89,1155.54,1374.56
24504800,247.94,417.97,530.54,672.78,778.3,883.03
17633486,160.12,536.03,784.91,1099.38,1332.67,1564.24
2495224,417.64,744.56,961.01,1234.5,1437.38,1638.77
6761086,11.37,15.64,18.47,22.04,24.7,27.33
11468868,3.53,16.11,24.44,34.97,42.78,50.53
6675856,9.45,22.03,30.36,40.88,48.69,56.44
8974366,30.27,45.06,54.85,67.21,76.39,85.5
6848607,228.6,344.15,420.65,517.32,589.03,660.21
2495212,592.18,873.51,1059.78,1295.12,1469.72,1643.02
24460202,7.47,10.74,12.91,15.65,17.68,19.7
4879797,24.78,42.93,54.94,70.13,81.39,92.57
89922,48.78,79.13,99.23,124.62,143.46,162.16
23815040,4739.4,6674.59,7955.85,9574.74,10775.71,11967.82
2561995,0.01,0.03,0.05,0.07,0.08,0.1
11542954,0.11,0.55,0.84,1.21,1.49,1.76
17806412,7.94,12.72,15.88,19.87,22.83,25.77
18693235,15.98,24.01,29.32,36.03,41.01,45.96
8935294,9.7,25.51,35.98,49.21,59.03,68.77
14828151,34.53,81.61,112.78,152.17,181.38,210.39
11689162,112.63,179.54,223.83,279.8,321.32,362.54
10264364,149.28,241.15,301.97,378.82,435.84,492.43
21784444,255.84,611.85,847.55,1145.37,1366.31,1585.61
7398871,1.36,2.76,3.69,4.86,5.73,6.59
9498634,21.18,38.68,50.26,64.89,75.75,86.53
9731292,27.99,48.67,62.36,79.66,92.5,105.24
22124080,51.04,81.23,101.21,126.46,145.2,163.79
18514402,64.72,162.14,226.63,308.12,368.57,428.58
24943191,99.27,219.43,298.99,399.52,474.09,548.12
18988352,261.39,508.72,672.46,879.36,1032.85,1185.21
9455279,13.46,21.14,26.22,32.64,37.41,42.14
13925051,9.07,40.05,60.56,86.47,105.69,124.77
23251487,41.25,75.14,97.57,125.92,146.95,167.82
23238314,79.12,129.39,162.68,204.74,235.94,266.91
18408480,127.51,217.3,276.75,351.86,407.59,462.9
4916262,127.63,307.18,426.06,576.26,687.69,798.3
1596515,212.53,318.43,388.54,477.13,542.85,608.08
1129593,206.19,400.55,529.23,691.83,812.45,932.18
10220190,723.93,1023.03,1221.07,1471.29,1656.91,1841.16
23760056,0.98,1.81,2.36,3.06,3.57,4.09
1826834,22.48,33.0,39.97,48.77,55.3,61.78
4590269,21.06,33.8,42.23,52.89,60.79,68.64
23239060,20.62,36.79,47.5,61.03,71.06,81.02
3123676,27.81,64.54,88.86,119.59,142.39,165.02
2965566,42.63,73.98,94.74,120.96,140.42,159.73
6334110,41.5,82.27,109.26,143.36,168.65,193.77
1529719,43.98,85.47,112.94,147.65,173.39,198.95
9130612,37.34,106.59,152.43,210.36,253.33,295.99
21771309,64.07,118.49,154.52,200.05,233.82,267.35
698676,76.91,194.2,271.85,369.97,442.76,515.01
4133115,101.16,233.5,321.12,431.83,513.96,595.49
14400096,5.57,12.38,16.89,22.58,26.81,31.0
14396284,4.24,21.64,33.15,47.71,58.5,69.22
21484344,4.33,28.45,44.42,64.6,79.56,94.42
23266994,19.2,33.92,43.67,55.99,65.13,74.2
5050297,47.47,76.0,94.89,118.75,136.46,154.03
23100178,31.96,94.18,135.37,187.42,226.03,264.36
6330580,60.57,102.59,130.41,165.56,191.63,217.52
1465746,64.32,165.45,232.41,317.01,379.78,442.08
23099884,35.61,173.83,265.35,380.98,466.75,551.9
3433426,94.44,200.74,271.11,360.03,425.99,491.47
12664516,103.25,305.98,440.2,609.78,735.59,860.47
15148368,192.38,318.15,401.42,506.63,584.68,662.16
11849007,11.46,28.14,39.19,53.15,63.51,73.78
9869618,11.79,29.75,41.64,56.66,67.8,78.86
23822553,21.94,41.03,53.66,69.63,81.48,93.23
10376596,48.5,75.72,93.75,116.53,133.43,150.2
4123074,58.26,132.29,181.3,243.23,289.18,334.78
166759201,305.92,493.0,616.87,773.38,889.48,1004.73
21682252,290.61,522.63,676.24,870.34,1014.33,1157.26
4782107,408.33,878.46,1189.73,1583.02,1874.79,2164.39
23275840,10.69,20.43,26.89,35.04,41.09,47.09
8501490,28.64,54.07,70.91,92.18,107.96,123.63
1439761,15.99,76.9,117.22,168.17,205.97,243.49
606903,39.72,91.53,125.84,169.18,201.33,233.25
19387736,62.66,116.35,151.91,196.82,230.15,263.23
13425065,45.6,131.18,187.84,259.43,312.53,365.25
8153625,68.12,132.71,175.47,229.51,269.59,309.38
5586662,57.27,174.97,252.89,351.36,424.4,496.91
1049699,172.93,266.55,328.53,406.84,464.94,522.61
4047160,143.26,321.11,438.86,587.64,698.02,807.58
2016562,385.33,638.5,806.12,1017.92,1175.04,1330.99
16807219,195.98,752.04,1120.21,1585.38,1930.48,2273.02
23981235,476.93,790.57,998.23,1260.61,1455.26,1648.47
20637420,0.0,0.0,0.0,0.0,0.0,0.0
89482,0.0,0.0,0.0,0.0,0.0,0.0
4495376,2.7,4.74,6.09,7.8,9.06,10.32
16906491,7.79,13.79,17.75,22.77,26.49,30.18
19695757,44.45,73.16,92.17,116.18,134.0,151.68
8675163,39.88,90.09,123.34,165.34,196.5,227.43
933140017,100.43,192.64,253.69,330.83,388.05,444.85
791526,110.48,246.52,336.59,450.4,534.82,618.63
3665570,381.83,744.15,984.04,1287.15,1512.01,1735.2
10349220,4.24,9.38,12.78,17.08,20.26,23.43
1530177,0.25,9.48,15.59,23.32,29.05,34.74
22630702,4.51,12.72,18.16,25.03,30.13,35.19
23503170,19.24,33.18,42.4,54.06,62.71,71.29
4980096,49.5,88.24,113.88,146.29,170.33,194.19
6812142,57.6,92.84,116.16,145.64,167.5,189.21
15033009,52.34,122.92,169.64,228.68,272.47,315.94
4778811,97.67,154.24,191.69,239.01,274.11,308.95
19697599,175.91,297.73,378.39,480.3,555.9,630.94
19321213,195.76,305.34,377.89,469.56,537.56,605.07
23685496,213.64,372.23,477.24,609.91,708.34,806.03
23977624,383.69,569.54,692.59,848.07,963.41,1077.9
8782661,0.0,0.0,0.0,0.0,0.0,0.0
6747176,1.45,2.98,4.0,5.28,6.24,7.18
5781319,27.35,62.15,85.19,114.29,135.89,157.32
6772927,47.26,69.23,83.77,102.15,115.79,129.32
16949694,118.7,210.67,271.55,348.48,405.55,462.2
23751880,363.59,532.19,643.82,784.86,889.49,993.35
24249034,397.3,657.36,829.54,1047.09,1208.48,1368.69
6341518,578.83,966.04,1222.41,1546.34,1786.64,2025.17
1332944,4.33,6.95,8.68,10.87,12.49,14.1
24452801,5.23,8.66,10.93,13.79,15.92,18.03
5329621,20.14,45.0,61.46,82.26,97.69,113.01
17533719,19.51,50.24,70.59,96.3,115.37,134.3
17604479,58.43,101.08,129.31,164.99,191.46,217.73
3722745,93.85,172.93,225.29,291.44,340.52,389.24
10853975,86.41,228.39,322.39,441.17,529.28,616.75
2032519,116.87,228.81,302.93,396.57,466.04,534.99
15124311,299.79,484.95,607.54,762.44,877.35,991.41
2705477,601.77,850.44,1015.08,1223.1,1377.42,1530.6
1114209,0.0,0.0,0.0,0.0,0.0,0.0
6248392,7.18,13.81,18.2,23.75,27.86,31.94
17533119,2.43,15.41,24.01,34.87,42.92,50.92
17081409,11.93,22.01,28.68,37.12,43.37,49.58
18696351,43.51,71.24,89.6,112.8,130.02,147.1
5575763,90.81,173.28,227.88,296.87,348.05,398.86
6848397,191.73,290.72,356.26,439.06,500.5,561.48
23141419,421.13,607.03,730.11,885.63,1001.0,1115.52
10683178,1.15,1.99,2.54,3.25,3.77,4.29
3262733,5.24,10.44,13.89,18.24,21.46,24.67
10348934,6.45,17.69,25.13,34.53,41.5,48.43
3820883,63.75,143.39,196.11,262.73,312.16,361.21
7016531,79.13,151.65,199.67,260.33,305.34,350.01
6741094,138.61,227.48,286.33,360.67,415.83,470.57
7622444,129.74,241.2,315.0,408.25,477.42,546.09
9735208,155.3,245.79,305.71,381.41,437.57,493.32
23990063,1.99,3.58,4.63,5.96,6.94,7.92
1531239,0.23,10.53,17.35,25.96,32.35,38.69
6118862,16.35,25.58,31.69,39.41,45.14,50.83
1978658,38.79,99.28,139.34,189.94,227.48,264.75
1341408,76.61,119.32,147.6,183.33,209.83,236.15
4726191,62.42,163.29,230.07,314.45,377.05,439.19
3232789,256.55,382.72,466.26,571.81,650.11,727.83
9944910,390.33,707.43,917.38,1182.65,1379.45,1574.79
4708726,518.48,968.88,1267.08,1643.86,1923.38,2200.83
833464,537.17,1072.04,1426.18,1873.62,2205.57,2535.06
92008,3.74,11.07,15.92,22.05,26.6,31.11
24397698,4.63,11.16,15.48,20.94,24.99,29.01
21655412,29.89,48.44,60.73,76.24,87.76,99.18
23414081,19.97,53.21,75.22,103.03,123.66,144.14
397814,28.71,56.04,74.13,96.99,113.95,130.79
10996629,23.3,155.23,242.58,352.95,434.82,516.1
4489178,91.21,182.07,242.23,318.24,374.63,430.6
3882696,132.12,212.03,264.93,331.78,381.37,430.59
24282076,155.31,239.99,296.06,366.9,419.46,471.62
1297176,144.12,241.69,306.3,387.92,448.48,508.58
13336508,153.34,326.97,441.94,587.19,694.95,801.91
8731529,259.69,421.81,529.14,664.76,765.37,865.24
7610871,377.81,724.0,953.2,1242.81,1457.65,1670.91
24228251,3306.01,4498.27,5287.65,6285.04,7024.96,7759.41
7367067,4.87,9.2,12.07,15.69,18.38,21.05
947010289,5.84,11.53,15.3,20.06,23.59,27.09
4650698,10.95,19.1,24.5,31.31,36.37,41.39
4492122,18.01,30.61,38.95,49.49,57.31,65.07
8786063,23.36,45.71,60.5,79.2,93.07,106.83
5866519,50.24,78.19,96.69,120.07,137.41,154.62
24084310,44.95,95.17,128.41,170.41,201.57,232.51
10163884,46.55,96.81,130.09,172.13,203.32,234.28
6978934,79.83,169.49,228.85,303.85,359.49,414.72
5041944,207.55,353.86,450.73,573.12,663.92,754.05
14376509,132.85,428.32,623.95,871.12,1054.49,1236.5
14002393,167.85,446.39,630.81,863.82,1036.68,1208.27
8350199,315.59,676.22,914.99,1216.67,1440.48,1662.64
4342992,999.11,1415.06,1690.46,2038.42,2296.56,2552.8
21412863,0.0,0.0,0.0,0.0,0.0,0.0
436072,0.41,0.78,1.01,1.32,1.54,1.76
3261785,8.44,14.21,18.03,22.86,26.44,30.0
21655328,45.38,77.28,98.41,125.1,144.9,164.55
17034995,105.32,185.07,237.87,304.59,354.09,403.22
5785479,171.1,546.19,794.53,1108.31,1341.09,1572.15
19389138,345.75,574.85,726.54,918.2,1060.38,1201.51
16918326,5.95,14.33,19.87,26.88,32.07,37.23
1268612,115.37,234.78,313.84,413.73,487.84,561.39
8932654,138.9,301.5,409.15,545.17,646.08,746.24
3435970,213.43,364.47,464.47,590.81,684.55,777.59
4867221,259.09,445.94,569.65,725.96,841.92,957.02
10737665,0.09,0.22,0.31,0.42,0.5,0.58
17834098,6.26,14.4,19.8,26.61,31.66,36.68
1314651,10.36,16.78,21.02,26.39,30.37,34.32
1508045,18.79,54.65,78.4,108.41,130.67,152.76
10511316,63.13,154.45,214.92,291.32,347.99,404.25
1619649,70.99,225.6,327.97,457.31,553.26,648.5
10222366,247.25,373.58,457.22,562.9,641.3,719.11
16658901,179.7,405.52,555.03,743.94,884.09,1023.2
4315464,266.86,418.97,519.67,646.92,741.32,835.02
24382935,355.25,454.0,519.38,601.99,663.27,724.1
21037175,376.33,713.79,937.23,1219.53,1428.97,1636.85
18179773,639.16,1009.5,1254.71,1564.52,1794.36,2022.5
7549123,1759.31,3490.69,4637.02,6085.4,7159.89,8226.45
10089426,2.03,3.99,5.29,6.94,8.15,9.36
16896594,14.92,29.07,38.44,50.29,59.07,67.79
20107245,18.55,48.46,68.27,93.29,111.85,130.28
23251663,31.33,58.52,76.53,99.27,116.15,132.9
10854185,44.64,109.41,152.29,206.47,246.67,286.57
12173792,67.21,110.68,139.45,175.81,202.79,229.56
7713176,136.32,212.2,262.44,325.92,373.02,419.76
15421121,290.5,437.33,534.54,657.37,748.49,838.94
1508289,61.93,438.56,687.93,1003.0,1236.74,1468.76
24248524,575.53,864.17,1055.28,1296.74,1475.87,1653.68
3123784,1096.89,2024.1,2638.0,3413.65,3989.08,4560.26
23964433,8.9,14.68,18.51,23.35,26.93,30.5
2586769,9.44,18.05,23.75,30.94,36.28,41.58
10904719,6.54,28.47,42.99,61.34,74.95,88.46
9731320,40.72,64.27,79.86,99.55,114.17,128.67
9513328,24.44,71.75,103.08,142.66,172.02,201.17
3285980,57.18,92.29,115.53,144.9,166.69,188.31
23804990,67.65,114.19,145.0,183.93,212.81,241.48
1978402,77.44,157.86,211.11,278.38,328.29,377.84
23718705,292.06,417.18,500.02,604.69,682.34,759.41
18507740,6.21,9.88,12.31,15.38,17.66,19.92
22129989,28.6,47.17,59.46,74.99,86.51,97.94
916565,37.85,56.84,69.42,85.3,97.09,108.79
10374264,41.42,60.75,73.54,89.71,101.71,113.62
1825502,40.1,76.41,100.45,130.83,153.36,175.73
1333198,59.27,87.68,106.49,130.25,147.89,165.39
5741572,44.49,124.85,178.06,245.28,295.16,344.66
19697927,215.2,357.44,451.62,570.61,658.89,746.51
1439317,108.12,749.39,1173.97,1710.43,2108.41,2503.45
21477658,2.06,5.56,7.87,10.8,12.97,15.13
5863429,15.76,26.9,34.28,43.6,50.51,57.38
2651708,23.16,53.55,73.68,99.1,117.97,136.69
6147605,51.82,81.71,101.49,126.49,145.04,163.45
23238318,79.42,129.93,163.38,205.65,237.0,268.12
13732288,64.48,163.81,229.57,312.66,374.3,435.49
19469497,130.85,211.8,265.4,333.11,383.35,433.22
18275913,120.54,212.15,272.8,349.43,406.28,462.71
8891488,318.38,576.9,748.06,964.32,1124.76,1284.01
2293124,1334.36,1999.26,2439.48,2995.71,3408.34,3817.93
14348510,1571.66,2495.29,3106.81,3879.47,4452.67,5021.64
23399221,1.15,1.85,2.31,2.9,3.33,3.76
2804369,12.23,22.45,29.21,37.75,44.09,50.38
16016298,57.68,143.17,199.77,271.29,324.34,377.0
17217754,160.8,278.24,356.0,454.25,527.13,599.48
1777616,201.8,335.28,423.65,535.3,618.13,700.35
4590253,248.97,436.06,559.93,716.45,832.56,947.81
7523285,642.78,1434.89,1959.34,2621.97,3113.56,3601.51
4505702,2.4,4.33,5.6,7.21,8.41,9.59
13236539,4.31,23.02,35.42,51.07,62.69,74.22
8520575,16.28,24.38,29.74,36.51,41.54,46.53
17217578,28.12,46.42,58.53,73.84,85.2,96.47
23233005,32.18,54.75,69.68,88.56,102.56,116.46
1466194,23.26,59.02,82.7,112.61,134.8,156.83
2603031,45.1,78.62,100.81,128.85,149.65,170.3
6365072,72.16,144.99,193.21,254.14,299.33,344.2
2161874,45.63,211.14,320.73,459.19,561.91,663.87
10175909,282.76,410.8,495.57,602.69,682.15,761.02
6280111,440.31,742.06,941.84,1194.27,1381.54,1567.42
5159279,465.78,747.46,933.96,1169.6,1344.41,1517.93
23801184,0.17,0.33,0.43,0.56,0.65,0.75
22845917,0.62,1.24,1.65,2.16,2.54,2.92
8777381,6.94,15.97,21.95,29.51,35.11,40.68
14434913,6.49,22.31,32.78,46.01,55.82,65.56
22548429,7.0,26.01,38.59,54.5,66.29,78.0
8139224,62.66,94.6,115.76,142.48,162.31,181.99
17016187,124.69,173.4,205.65,246.4,276.64,306.64
2047971,103.7,182.43,234.56,300.42,349.28,397.78
251506,215.19,456.4,616.1,817.88,967.58,1116.16
8058675,334.88,643.2,847.34,1105.27,1296.61,1486.55
10362924,526.56,933.39,1202.75,1543.08,1795.56,2046.17
22548545,0.0,0.0,0.0,0.0,0.0,0.0
8851183,6.57,11.8,15.26,19.64,22.89,26.11
12035131,16.73,27.88,35.27,44.6,51.52,58.39
21477692,10.12,35.68,52.61,74.0,89.86,105.61
11829944,22.08,39.27,50.65,65.03,75.7,86.29
1439055,73.33,127.2,162.87,207.93,241.36,274.55
7625376,72.51,145.84,194.39,255.73,301.24,346.41
2572116,76.84,178.94,246.54,331.95,395.32,458.22
23700281,137.76,202.36,245.13,299.18,339.27,379.06
10742328,107.34,223.25,299.99,396.95,468.88,540.28
12105852,240.78,358.33,436.16,534.5,607.45,679.86
4188159,323.72,533.67,672.68,848.32,978.61,1107.95
23003843,450.8,652.96,786.81,955.93,1081.39,1205.93
7672652,615.69,1221.13,1621.98,2128.47,2504.2,2877.17
23810706,3.68,5.69,7.02,8.7,9.95,11.19
16770856,2.46,13.85,21.4,30.93,38.0,45.02
23155834,9.08,18.87,25.34,33.53,39.61,45.63
11688818,12.88,20.99,26.36,33.15,38.18,43.18
6333690,18.36,31.56,40.31,51.36,59.56,67.69
23123373,57.34,86.24,105.38,129.55,147.49,165.29
18277857,105.47,172.57,217.0,273.13,314.77,356.11
6561217,307.02,565.5,736.64,952.88,1113.29,1272.52
1798025,18.54,35.07,46.01,59.84,70.09,80.27
9433603,20.39,38.4,50.31,65.37,76.55,87.64
8915857,22.21,47.13,63.63,84.47,99.94,115.29
23130852,111.82,167.59,204.51,251.17,285.78,320.14
7690147,112.88,176.9,219.28,272.83,312.56,351.99
8134992,131.6,208.02,258.62,322.55,369.98,417.06
3643688,314.63,600.38,789.57,1028.61,1205.94,1381.97
7966063,491.74,809.76,1020.32,1286.36,1483.72,1679.62
4151524,1050.49,1828.48,2343.57,2994.39,3477.2,3956.46
9866086,3.39,6.02,7.76,9.96,11.59,13.21
8625313,86.61,163.08,213.71,277.69,325.15,372.26
3917058,82.4,187.65,257.34,345.39,410.71,475.54
8783277,107.26,213.99,284.66,373.94,440.18,505.93
4674911,130.52,224.77,287.18,366.03,424.52,482.58
4196160,395.47,708.01,914.94,1176.39,1370.35,1562.88
947010231,571.63,769.59,900.65,1066.25,1189.1,1311.05
166743837,5.39,11.9,16.21,21.66,25.7,29.71
13226632,14.83,22.65,27.83,34.36,39.22,44.03
5380868,17.63,27.01,33.22,41.07,46.89,52.67
12898110,25.65,43.09,54.63,69.22,80.04,90.79
20182043,35.82,81.72,112.1,150.5,178.98,207.25
8103553,94.4,164.05,210.16,268.42,311.64,354.54
4453630,133.94,227.21,288.97,366.99,424.88,482.34
15785080,194.85,465.61,644.88,871.38,1039.42,1206.21
1827630,330.36,521.83,648.6,808.77,927.6,1045.55
4351266,8.66,13.14,16.11,19.86,22.65,25.41
7713138,43.17,67.07,82.9,102.9,117.74,132.46
24255877,114.23,152.48,177.8,209.8,233.54,257.1
4505612,89.44,170.39,223.98,291.69,341.93,391.79
4577916,96.13,185.58,244.81,319.64,375.15,430.25
2161876,120.17,363.35,524.36,727.79,878.71,1028.52
23894574,270.47,414.85,510.44,631.23,720.83,809.78
15401606,245.79,428.0,548.64,701.06,814.14,926.38
503758,545.61,850.06,1051.64,1306.33,1495.28,1682.83
13653036,4.19,13.28,19.29,26.89,32.53,38.12
4495682,37.1,73.08,96.91,127.01,149.35,171.51
5256221,38.26,80.33,108.19,143.38,169.49,195.4
3624227,68.51,130.03,170.76,222.22,260.4,298.3
2032775,109.9,217.82,289.27,379.55,446.53,513.01
3286256,113.92,229.36,305.79,402.36,474.0,545.11
17287753,133.05,240.64,311.88,401.89,468.66,534.94
10116456,136.87,262.49,345.66,450.74,528.7,606.08
7560625,133.16,271.42,362.96,478.62,564.42,649.6
3432234,171.11,393.18,540.21,725.98,863.79,1000.59
2335247,272.9,586.81,794.65,1057.25,1252.06,1445.44
4742165,2159.41,2929.05,3438.61,4082.45,4560.09,5034.2
12636206,0.56,2.04,3.03,4.28,5.2,6.12
7733309,7.36,13.05,16.83,21.59,25.13,28.64
19392488,8.6,15.63,20.28,26.16,30.53,34.86
429942,12.55,30.81,42.9,58.17,69.5,80.75
1814983,32.11,84.44,119.09,162.87,195.35,227.59
24293552,62.77,94.82,116.04,142.85,162.74,182.48
17405897,64.2,155.92,216.64,293.37,350.29,406.8
2925495,284.73,477.2,604.63,765.64,885.08,1003.64
1453127,1487.48,2579.39,3302.32,4215.75,4893.38,5566.01
5050679,1357.94,2735.86,3648.16,4800.86,5656.0,6504.82
941030208,0.92,5.26,8.13,11.75,14.45,17.12
4508928,7.32,11.65,14.51,18.14,20.83,23.49
3785089,11.71,20.55,26.4,33.79,39.27,44.71
7069483,10.07,23.17,31.85,42.8,50.93,59.0
1326889,24.53,47.44,62.61,81.77,95.99,110.1
16203720,26.68,74.59,106.31,146.38,176.11,205.63
1268504,42.47,87.94,118.05,156.09,184.3,212.31
10996421,44.41,268.11,416.22,603.36,742.19,879.99
2041805,187.92,293.49,363.38,451.69,517.21,582.23
7590273,231.29,517.39,706.81,946.15,1123.7,1299.94
8329682,0.81,1.93,2.67,3.61,4.3,4.99
5481961,1.35,8.14,12.64,18.32,22.54,26.73
1358214,19.55,25.28,29.07,33.87,37.43,40.96
9699821,15.17,27.06,34.93,44.88,52.25,59.58
18206880,25.44,49.69,65.74,86.02,101.06,116.0
5711103,12.27,66.63,102.63,148.1,181.84,215.33
16658873,24.14,92.3,137.42,194.44,236.73,278.72
24383787,81.97,102.48,116.06,133.22,145.95,158.59
17370530,48.14,109.69,150.44,201.94,240.13,278.05
22151401,73.14,142.49,188.41,246.42,289.46,332.18
3729049,181.61,362.91,482.94,634.6,747.11,858.79
8328658,252.72,388.02,477.6,590.79,674.75,758.1
8153799,2142.85,3352.79,4153.88,5166.06,5916.95,6662.3
18634038,2899.12,4548.6,5640.69,7020.56,8044.22,9060.33
23065187,2.61,6.58,9.21,12.54,15.01,17.45
9343363,16.02,25.17,31.23,38.89,44.58,50.22
16801441,9.4,58.25,90.59,131.46,161.77,191.86
11687662,39.08,64.56,81.42,102.74,118.55,134.24
4726301,65.19,126.81,167.6,219.15,257.39,295.35
22557744,76.76,241.92,351.27,489.43,591.93,693.67
1048487,174.8,266.04,326.44,402.77,459.39,515.6
16837084,46.65,268.93,416.11,602.06,740.01,876.94
11817935,175.43,272.84,337.34,418.83,479.29,539.3
17625379,280.47,715.05,1002.78,1366.33,1636.03,1903.74
9314337,634.76,977.49,1204.4,1491.11,1703.8,1914.92
2900061,3.61,4.79,5.58,6.56,7.3,8.02
20332986,12.26,18.32,22.32,27.39,31.15,34.88
10653905,8.13,55.44,86.76,126.34,155.7,184.84
8893782,30.92,56.02,72.63,93.63,109.2,124.66
4651912,46.84,79.42,100.99,128.25,148.47,168.54
2586685,35.38,82.78,114.16,153.8,183.22,212.41
23956008,400.21,545.39,641.5,762.95,853.04,942.47
12105064,695.51,1011.66,1220.98,1485.46,1681.66,1876.41
21813112,816.8,1397.8,1782.47,2268.51,2629.07,2986.98
13466672,1.38,4.97,7.34,10.34,12.57,14.78
1320016,10.52,17.88,22.76,28.93,33.5,38.04
13520741,36.72,104.83,149.93,206.9,249.17,291.13
17688275,56.29,113.64,151.62,199.6,235.19,270.52
359943,141.23,187.1,217.46,255.83,284.29,312.54
23300536,946.94,1298.66,1531.53,1825.75,2044.03,2260.69
20107171,939.09,1377.43,1667.65,2034.34,2306.37,2576.4
8915933,10.65,20.63,27.24,35.59,41.78,47.93
10243117,35.96,76.65,103.59,137.63,162.88,187.95
4572307,50.8,84.16,106.25,134.16,154.86,175.41
946050254,35.94,86.26,119.58,161.68,192.92,223.92
2588261,79.83,117.45,142.35,173.82,197.17,220.34
6874629,117.18,185.96,231.5,289.03,331.71,374.08
7846335,78.21,252.73,368.28,514.28,622.59,730.1
6369124,921.98,1480.02,1849.5,2316.33,2662.66,3006.42
7591093,1272.84,2380.93,3114.58,4041.54,4729.22,5411.82
8375931,1.02,2.33,3.2,4.29,5.11,5.91
13288,2.34,3.01,3.45,4.01,4.43,4.84
19070233,1.27,3.01,4.16,5.61,6.69,7.76
8933736,3.14,7.2,9.89,13.28,15.8,18.3
8922761,2.27,8.23,12.17,17.16,20.86,24.53
18939644,4.38,27.58,42.94,62.35,76.75,91.04
12162520,23.59,44.91,59.01,76.84,90.07,103.19
18094651,28.61,47.76,60.43,76.45,88.33,100.13
16801585,28.96,87.22,125.8,174.55,210.71,246.61
17082145,105.56,175.59,221.96,280.54,324.01,367.15
8244482,157.06,277.21,356.76,457.27,531.83,605.85
17806172,0.5,0.93,1.21,1.57,1.84,2.1
4572347,4.54,6.67,8.08,9.87,11.19,12.5
22326301,36.1,41.28,44.7,49.03,52.24,55.43
6676032,27.89,53.43,70.34,91.7,107.55,123.29
4530917,34.39,72.06,97.01,128.53,151.91,175.12
5217811,44.13,77.69,99.9,127.97,148.79,169.46
24243689,62.14,85.99,101.78,121.73,136.54,151.23
13292206,44.7,96.38,130.59,173.83,205.9,237.73
9533087,47.08,114.66,159.4,215.93,257.87,299.5
10461553,43.87,131.36,189.29,262.48,316.78,370.68
15588740,85.97,150.04,192.47,246.07,285.84,325.31
5747660,52.73,223.06,335.83,478.31,584.02,688.94
12395494,139.35,224.59,281.03,352.35,405.25,457.76
400822,166.03,305.14,397.25,513.62,599.95,685.65
3821223,3553.7,4742.82,5530.12,6524.87,7262.83,7995.35
8922743,0.21,0.62,0.88,1.22,1.47,1.72
17391613,5.98,16.36,23.23,31.92,38.36,44.75
6731199,46.0,75.72,95.41,120.27,138.72,157.04
8547583,144.81,253.19,324.95,415.61,482.87,549.64
1453353,130.88,302.39,415.94,559.42,665.86,771.51
1100520,532.15,818.24,1007.66,1246.99,1424.54,1600.78
940280023,0.03,0.07,0.09,0.12,0.15,0.17
10782696,1.88,6.4,9.4,13.18,15.98,18.77
1327239,8.98,14.15,17.57,21.89,25.1,28.28
4533657,11.36,19.34,24.61,31.28,36.23,41.14
13754931,17.72,46.68,65.85,90.07,108.04,125.88
18693151,32.98,53.55,67.17,84.37,97.13,109.8
9707670,29.95,54.74,71.15,91.88,107.26,122.52
8152057,65.72,116.12,149.49,191.66,222.94,253.99
15365423,90.07,158.41,203.65,260.82,303.23,345.33
22077735,290.97,523.51,677.47,871.99,1016.3,1159.55
3806299,624.53,938.53,1146.42,1409.09,1603.96,1797.39
6486392,883.53,1387.99,1721.99,2143.99,2457.05,2767.81
23903347,2.61,3.7,4.43,5.34,6.01,6.68
15651789,3.17,5.68,7.33,9.42,10.98,12.52
11759050,81.75,240.49,345.59,478.38,576.9,674.68
3573840,303.59,456.9,558.4,686.65,781.79,876.23
21898661,315.04,561.89,725.32,931.82,1085.01,1237.07
22477067,915.06,1562.02,1990.37,2531.59,2933.09,3331.63
24471640,4.48,7.32,9.21,11.59,13.35,15.1
10664160,40.12,133.07,194.62,272.38,330.07,387.33
13533405,53.06,147.83,210.58,289.86,348.68,407.06
8568309,199.56,405.68,542.15,714.57,842.49,969.46
19736737,279.83,440.05,546.13,680.16,779.59,878.29
5867537,24.44,37.19,45.64,56.32,64.24,72.1
5862629,32.19,54.33,68.99,87.51,101.26,114.9
6148415,93.08,147.47,183.48,228.98,262.74,296.25
6581246,80.15,160.83,214.24,281.72,331.79,381.48
14365060,271.48,495.56,643.92,831.37,970.43,1108.47
23251343,11.83,21.96,28.68,37.15,43.44,49.69
6078329,15.91,23.28,28.16,34.32,38.9,43.44
22337513,17.48,29.64,37.69,47.87,55.41,62.9
4651230,12.09,30.6,42.85,58.32,69.81,81.21
22340331,34.15,60.52,77.98,100.05,116.41,132.66
17607773,19.8,75.97,113.15,160.14,194.99,229.59
12036581,52.07,103.33,137.27,180.15,211.96,243.54
24537920,135.85,192.52,230.04,277.44,312.61,347.51
24242219,223.45,356.12,443.96,554.94,637.28,719.0
22421196,158.49,370.15,510.28,687.35,818.7,949.08
18928210,190.42,427.18,583.94,782.0,928.93,1074.78
18075806,295.16,551.65,721.46,936.02,1095.2,1253.2
734075,396.37,607.57,747.41,924.09,1055.17,1185.28
