peak_time_utc,peak_flow_cms,site_no,comid,event_no
2022-01-02 15:30:00+00:00,115.249,03419530,18422661,E5
2022-01-10 08:15:00+00:00,104.489,03419530,18422661,E6
2022-01-17 06:30:00+00:00,67.677,03419530,18422661,E7
2022-01-20 17:15:00+00:00,90.331,03419530,18422661,E8
2022-02-04 13:15:00+00:00,154.893,03419530,18422661,E9
2022-02-23 20:15:00+00:00,215.774,03419530,18422661,E10
2022-02-25 03:15:00+00:00,221.154,03419530,18422661,E11
2022-12-09 09:15:00+00:00,84.384,03419530,18422661,E12
2022-12-15 13:00:00+00:00,150.079,03419530,18422661,E13
2023-02-17 19:00:00+00:00,253.719,03419530,18422661,E14
2023-03-02 18:00:00+00:00,109.303,03419530,18422661,E15
2023-03-25 19:45:00+00:00,76.739,03419530,18422661,E16
2023-07-21 05:00:00+00:00,74.756,03419530,18422661,E17
2021-09-20 15:00:00+00:00,311.485,03421000,18432749,E1
2021-10-07 13:00:00+00:00,438.911,03421000,18432749,E2
2022-01-02 19:00:00+00:00,404.931,03421000,18432749,E3
2022-01-10 13:00:00+00:00,328.475,03421000,18432749,E4
2022-01-17 09:00:00+00:00,271.841,03421000,18432749,E5
2022-01-20 21:00:00+00:00,325.643,03421000,18432749,E6
2022-02-04 15:30:00+00:00,291.663,03421000,18432749,E7
2022-02-24 00:30:00+00:00,792.871,03421000,18432749,E8
2022-02-24 23:30:00+00:00,863.663,03421000,18432749,E9
2022-12-08 09:30:00+00:00,265.329,03421000,18432749,E10
2022-12-15 20:30:00+00:00,356.792,03421000,18432749,E11
2023-02-17 21:00:00+00:00,478.554,03421000,18432749,E12
2023-03-02 23:30:00+00:00,342.634,03421000,18432749,E13
2023-03-25 22:30:00+00:00,266.178,03421000,18432749,E14
2023-08-11 02:30:00+00:00,294.495,03421000,18432749,E15
2021-10-07 15:30:00+00:00,110.436,03423000,18421297,E1
2022-02-23 17:45:00+00:00,105.339,03423000,18421297,E2
2022-02-25 01:15:00+00:00,106.471,03423000,18421297,E3
2023-02-17 16:30:00+00:00,123.745,03423000,18421297,E4
2021-10-07 14:00:00+00:00,382.277,03424730,18421273,E1
2021-12-11 21:00:00+00:00,278.921,03424730,18421273,E2
2021-12-30 08:00:00+00:00,267.877,03424730,18421273,E3
2022-01-02 08:30:00+00:00,253.719,03424730,18421273,E4
2022-01-10 01:30:00+00:00,218.606,03424730,18421273,E5
2022-01-16 23:30:00+00:00,291.663,03424730,18421273,E6
2022-01-20 11:00:00+00:00,257.117,03424730,18421273,E7
2022-02-23 09:00:00+00:00,328.475,03424730,18421273,E8
2022-02-24 22:30:00+00:00,481.386,03424730,18421273,E9
2022-04-18 16:30:00+00:00,238.994,03424730,18421273,E10
2022-06-07 19:00:00+00:00,339.802,03424730,18421273,E11
2023-02-17 10:00:00+00:00,438.911,03424730,18421273,E12
2023-05-08 22:00:00+00:00,191.988,03424730,18421273,E13
2021-10-07 17:30:00+00:00,472.891,03424860,18421703,E1
2022-01-10 06:00:00+00:00,605.98,03424860,18421703,E2
2022-01-17 03:30:00+00:00,648.455,03424860,18421703,E3
2022-01-20 15:30:00+00:00,648.455,03424860,18421703,E4
2022-02-23 13:30:00+00:00,654.119,03424860,18421703,E5
2022-02-25 04:00:00+00:00,690.93,03424860,18421703,E6
2022-03-01 12:30:00+00:00,586.158,03424860,18421703,E7
2022-03-10 00:00:00+00:00,518.198,03424860,18421703,E8
2022-06-08 02:30:00+00:00,416.257,03424860,18421703,E9
2022-12-15 15:00:00+00:00,472.891,03424860,18421703,E10
2023-02-17 16:30:00+00:00,597.485,03424860,18421703,E11
2023-07-01 04:00:00+00:00,342.634,03424860,18421703,E12
2021-09-22 17:00:00+00:00,105.622,03425520,18415029,E1
2021-12-11 20:30:00+00:00,116.099,03425520,18415029,E2
2022-01-09 17:25:00+00:00,102.79,03425520,18415029,E3
2022-01-16 21:30:00+00:00,106.188,03425520,18415029,E4
2022-02-04 03:00:00+00:00,79.57,03425520,18415029,E5
2022-02-18 06:00:00+00:00,84.95,03425520,18415029,E6
2022-02-23 02:30:00+00:00,98.543,03425520,18415029,E7
2022-02-24 20:30:00+00:00,127.709,03425520,18415029,E8
2022-04-12 21:30:00+00:00,91.746,03425520,18415029,E9
2022-06-08 07:00:00+00:00,97.976,03425520,18415029,E10
2023-01-04 01:00:00+00:00,101.091,03425520,18415029,E11
2023-01-19 15:00:00+00:00,83.818,03425520,18415029,E12
2023-05-08 21:00:00+00:00,84.667,03425520,18415029,E13
2023-07-14 10:00:00+00:00,82.685,03425520,18415029,E14
2022-01-09 18:00:00+00:00,133.655,03425622,18414205,E1
2022-02-03 22:00:00+00:00,172.166,03425622,18414205,E2
2022-02-18 00:00:00+00:00,205.297,03425622,18414205,E3
2022-02-23 02:30:00+00:00,125.444,03425622,18414205,E4
2022-04-12 17:30:00+00:00,109.02,03425622,18414205,E5
2022-06-07 08:30:00+00:00,102.79,03425622,18414205,E6
2022-12-07 12:30:00+00:00,141.301,03425622,18414205,E7
2023-05-08 14:00:00+00:00,199.634,03425622,18414205,E8
2021-08-30 22:45:00+00:00,16.056,03426470,18407884,E1
2021-09-20 16:15:00+00:00,31.149,03426470,18407884,E2
2021-10-28 22:45:00+00:00,23.276,03426470,18407884,E3
2021-12-06 12:30:00+00:00,14.3,03426470,18407884,E4
2022-01-09 16:15:00+00:00,19.397,03426470,18407884,E5
2022-02-03 20:45:00+00:00,29.166,03426470,18407884,E6
2022-02-17 23:00:00+00:00,45.024,03426470,18407884,E7
2022-02-23 01:15:00+00:00,16.339,03426470,18407884,E8
2022-02-24 13:30:00+00:00,18.151,03426470,18407884,E9
2022-04-12 06:15:00+00:00,41.343,03426470,18407884,E10
2022-04-14 03:15:00+00:00,17.613,03426470,18407884,E11
2022-11-30 05:30:00+00:00,18.519,03426470,18407884,E12
2022-12-08 13:45:00+00:00,34.83,03426470,18407884,E13
2023-01-03 19:15:00+00:00,15.716,03426470,18407884,E14
2023-03-03 18:30:00+00:00,21.861,03426470,18407884,E15
2021-05-05 00:30:00+00:00,217.19,03427500,18402499,E1
2021-08-19 12:00:00+00:00,202.182,03427500,18402499,E2
2021-09-20 06:00:00+00:00,232.764,03427500,18402499,E3
2021-10-07 14:30:00+00:00,331.307,03427500,18402499,E4
2021-12-30 08:00:00+00:00,208.412,03427500,18402499,E5
2022-01-02 10:30:00+00:00,247.772,03427500,18402499,E6
2022-01-10 05:00:00+00:00,223.137,03427500,18402499,E7
2022-01-17 00:30:00+00:00,262.214,03427500,18402499,E8
2022-01-20 12:30:00+00:00,270.992,03427500,18402499,E9
2022-02-23 15:00:00+00:00,373.782,03427500,18402499,E10
2022-02-24 19:30:00+00:00,430.416,03427500,18402499,E11
2022-12-08 01:00:00+00:00,204.731,03427500,18402499,E12
2023-02-17 12:00:00+00:00,300.158,03427500,18402499,E13
2021-09-21 05:30:00+00:00,236.729,03428200,18402511,E1
2021-10-07 18:00:00+00:00,227.384,03428200,18402511,E2
2022-02-24 19:30:00+00:00,259.948,03428200,18402511,E3
2021-05-06 11:00:00+00:00,222.004,03430200,18401497,E1
2021-09-22 08:00:00+00:00,325.643,03430200,18401497,E2
2021-10-08 18:30:00+00:00,273.54,03430200,18401497,E3
2022-01-06 19:00:00+00:00,342.634,03430200,18401497,E4
2022-02-18 01:15:00+00:00,223.42,03430200,18401497,E5
2022-02-26 19:30:00+00:00,413.426,03430200,18401497,E6
2022-06-09 17:45:00+00:00,254.851,03430200,18401497,E7
2022-02-23 02:30:00+00:00,150.362,03431060,18408240,E1
2022-02-24 19:45:00+00:00,236.729,03431060,18408240,E2
2022-04-12 17:00:00+00:00,150.645,03431060,18408240,E3
2021-07-18 21:25:00+00:00,36.812,03431300,18408484,E1
2021-08-01 04:40:00+00:00,67.677,03431300,18408484,E2
2022-02-17 23:25:00+00:00,35.962,03431300,18408484,E3
2022-04-12 14:05:00+00:00,50.687,03431300,18408484,E4
2023-05-07 23:55:00+00:00,38.511,03431300,18408484,E5
2021-05-06 10:00:00+00:00,1653.702,03431500,18408692,E1
2021-09-22 22:30:00+00:00,1362.039,03431500,18408692,E2
2021-10-08 16:00:00+00:00,1625.385,03431500,18408692,E3
2021-12-14 07:30:00+00:00,1220.455,03431500,18408692,E4
2022-01-06 05:00:00+00:00,1990.672,03431500,18408692,E5
2022-01-11 08:00:00+00:00,2069.96,03431500,18408692,E6
2022-02-04 05:00:00+00:00,1823.603,03431500,18408692,E7
2022-02-24 22:00:00+00:00,2724.078,03431500,18408692,E8
2022-04-13 16:00:00+00:00,1424.336,03431500,18408692,E9
2022-06-09 16:00:00+00:00,1186.475,03431500,18408692,E10
2022-12-02 09:30:00+00:00,744.732,03431500,18408692,E11
2022-12-09 13:00:00+00:00,1679.187,03431500,18408692,E12
2023-02-28 04:00:00+00:00,1514.95,03431500,18408692,E13
2023-04-07 03:00:00+00:00,1172.316,03431500,18408692,E14
2023-07-22 02:30:00+00:00,996.752,03431500,18408692,E15
2021-08-30 23:00:00+00:00,64.846,03431599,18408070,E1
2022-01-09 17:30:00+00:00,67.96,03431599,18408070,E2
2022-02-03 22:30:00+00:00,105.339,03431599,18408070,E3
2022-02-18 00:45:00+00:00,117.232,03431599,18408070,E4
2022-02-23 03:15:00+00:00,79.853,03431599,18408070,E5
2022-04-12 15:45:00+00:00,141.584,03431599,18408070,E6
2022-04-14 04:15:00+00:00,66.261,03431599,18408070,E7
2022-12-08 14:45:00+00:00,61.164,03431599,18408070,E8
2023-01-03 20:30:00+00:00,60.315,03431599,18408070,E9
2021-08-01 06:00:00+00:00,113.267,03431700,18408480,E1
2021-09-18 17:45:00+00:00,82.968,03431700,18408480,E2
2022-02-18 00:15:00+00:00,94.861,03431700,18408480,E3
2022-04-12 15:00:00+00:00,104.772,03431700,18408480,E4
2021-05-06 21:30:00+00:00,1718.831,03431790,18409490,E1
2021-09-22 13:30:00+00:00,1478.138,03431790,18409490,E2
2021-10-08 15:30:00+00:00,1631.049,03431790,18409490,E3
2022-01-06 17:00:00+00:00,1951.029,03431790,18409490,E4
2022-01-11 13:15:00+00:00,2064.296,03431790,18409490,E5
2022-02-04 05:00:00+00:00,2004.831,03431790,18409490,E6
2022-02-24 22:15:00+00:00,2738.236,03431790,18409490,E7
2022-04-13 11:45:00+00:00,1602.732,03431790,18409490,E8
2022-12-09 05:30:00+00:00,1628.217,03431790,18409490,E9
2023-03-01 21:45:00+00:00,1662.197,03431790,18409490,E10
2023-04-06 20:15:00+00:00,1223.287,03431790,18409490,E11
2023-07-22 04:15:00+00:00,979.762,03431790,18409490,E12
2022-01-09 22:00:00+00:00,107.887,03431800,18409192,E1
2022-02-04 02:30:00+00:00,200.2,03431800,18409192,E2
2022-02-18 04:00:00+00:00,122.329,03431800,18409192,E3
2022-02-23 06:00:00+00:00,174.715,03431800,18409192,E4
2022-04-12 21:00:00+00:00,245.507,03431800,18409192,E5
2021-05-04 02:00:00+00:00,141.018,03432350,18393858,E1
2022-01-02 13:30:00+00:00,129.125,03432350,18393858,E2
2022-01-17 02:45:00+00:00,117.515,03432350,18393858,E3
2022-01-20 15:15:00+00:00,153.76,03432350,18393858,E4
2022-02-23 15:30:00+00:00,175.847,03432350,18393858,E5
2022-02-25 05:30:00+00:00,253.436,03432350,18393858,E6
2022-12-08 04:00:00+00:00,120.346,03432350,18393858,E7
2023-01-04 22:30:00+00:00,129.408,03432350,18393858,E8
2023-02-17 13:00:00+00:00,136.77,03432350,18393858,E9
2021-05-04 02:45:00+00:00,142.717,03432400,18393756,E1
2021-12-11 23:45:00+00:00,123.178,03432400,18393756,E2
2021-12-18 01:15:00+00:00,112.701,03432400,18393756,E3
2021-12-30 09:45:00+00:00,107.321,03432400,18393756,E4
2022-01-02 15:45:00+00:00,135.638,03432400,18393756,E5
2022-01-10 04:00:00+00:00,110.719,03432400,18393756,E6
2022-01-17 03:45:00+00:00,125.16,03432400,18393756,E7
2022-01-20 17:00:00+00:00,156.026,03432400,18393756,E8
2022-02-23 17:15:00+00:00,177.83,03432400,18393756,E9
2022-02-25 07:00:00+00:00,246.356,03432400,18393756,E10
2022-03-23 13:30:00+00:00,105.905,03432400,18393756,E11
2022-11-30 18:00:00+00:00,109.586,03432400,18393756,E12
2022-12-08 05:15:00+00:00,125.444,03432400,18393756,E13
2023-01-04 23:15:00+00:00,133.655,03432400,18393756,E14
2023-01-19 19:15:00+00:00,113.834,03432400,18393756,E15
2023-02-17 13:45:00+00:00,138.469,03432400,18393756,E16
2021-05-04 07:00:00+00:00,223.986,03433500,18391756,E1
2021-08-31 22:00:00+00:00,186.608,03433500,18391756,E2
2021-09-21 12:45:00+00:00,212.376,03433500,18391756,E3
2021-12-12 03:15:00+00:00,185.475,03433500,18391756,E4
2021-12-18 06:45:00+00:00,197.368,03433500,18391756,E5
2022-01-02 19:00:00+00:00,209.828,03433500,18391756,E6
2022-01-17 09:45:00+00:00,179.245,03433500,18391756,E7
2022-01-20 22:45:00+00:00,269.01,03433500,18391756,E8
2022-02-04 08:45:00+00:00,194.537,03433500,18391756,E9
2022-02-23 21:30:00+00:00,342.634,03433500,18391756,E10
2022-02-25 13:45:00+00:00,450.237,03433500,18391756,E11
2023-01-04 07:45:00+00:00,202.182,03433500,18391756,E12
2023-02-17 18:45:00+00:00,192.271,03433500,18391756,E13
2021-09-21 04:30:00+00:00,308.653,03434500,18393278,E1
2022-01-21 05:00:00+00:00,302.99,03434500,18393278,E2
2022-02-04 05:00:00+00:00,396.435,03434500,18393278,E3
2022-02-18 06:30:00+00:00,396.435,03434500,18393278,E4
2022-02-23 11:00:00+00:00,591.822,03434500,18393278,E5
2022-02-25 00:30:00+00:00,781.544,03434500,18393278,E6
2022-01-10 12:30:00+00:00,390.772,03436100,10169834,E1
2022-02-04 13:00:00+00:00,518.198,03436100,10169834,E2
2022-02-23 15:30:00+00:00,413.426,03436100,10169834,E3
2022-04-13 06:30:00+00:00,475.723,03436100,10169834,E4
2022-04-14 19:30:00+00:00,368.119,03436100,10169834,E5
2021-08-21 19:00:00+00:00,424.752,03436690,11883626,E1
2021-09-18 20:30:00+00:00,83.251,03436690,11883626,E2
2022-01-09 23:30:00+00:00,82.119,03436690,11883626,E3
2022-02-04 01:00:00+00:00,162.822,03436690,11883626,E4
2022-02-23 07:30:00+00:00,133.939,03436690,11883626,E5
2022-04-12 18:30:00+00:00,118.081,03436690,11883626,E6
2022-04-14 07:00:00+00:00,101.657,03436690,11883626,E7
2021-08-17 22:45:00+00:00,359.624,03518500,19722609,E1
2021-09-01 05:15:00+00:00,206.146,03518500,19722609,E2
2022-02-23 12:30:00+00:00,263.063,03518500,19722609,E3
2023-02-17 12:15:00+00:00,247.206,03518500,19722609,E4
2023-08-15 08:00:00+00:00,696.594,03518500,19722609,E5
2021-05-04 15:45:00+00:00,33.414,03535400,22125042,E1
2021-09-01 04:15:00+00:00,43.891,03535400,22125042,E2
2022-01-02 09:00:00+00:00,43.042,03535400,22125042,E3
2022-01-03 19:45:00+00:00,46.723,03535400,22125042,E4
2022-02-23 14:30:00+00:00,56.634,03535400,22125042,E5
2022-02-24 13:45:00+00:00,71.358,03535400,22125042,E6
2022-02-25 14:45:00+00:00,68.244,03535400,22125042,E7
2022-07-22 04:15:00+00:00,48.705,03535400,22125042,E8
2022-12-09 02:30:00+00:00,30.016,03535400,22125042,E9
2023-02-18 17:30:00+00:00,35.679,03535400,22125042,E10
2023-03-02 11:45:00+00:00,33.98,03535400,22125042,E11
2023-03-04 01:15:00+00:00,35.962,03535400,22125042,E12
2021-07-19 03:45:00+00:00,80.42,03538830,19710659,E1
2021-10-07 12:00:00+00:00,100.808,03538830,19710659,E2
2022-01-02 06:15:00+00:00,102.79,03538830,19710659,E3
2022-02-04 04:30:00+00:00,82.685,03538830,19710659,E4
2022-02-23 11:30:00+00:00,149.796,03538830,19710659,E5
2022-02-24 18:30:00+00:00,173.865,03538830,19710659,E6
2022-12-09 01:15:00+00:00,127.709,03538830,19710659,E7
2022-12-15 09:00:00+00:00,163.388,03538830,19710659,E8
2023-02-17 07:45:00+00:00,145.548,03538830,19710659,E9
2023-03-02 10:30:00+00:00,94.861,03538830,19710659,E10
2023-06-26 12:00:00+00:00,85.234,03538830,19710659,E11
2023-07-20 19:15:00+00:00,204.164,03538830,19710659,E12
2023-08-10 14:00:00+00:00,73.907,03538830,19710659,E13
2022-02-23 10:15:00+00:00,15.489,03538970,19713083,E1
2022-08-10 19:15:00+00:00,15.008,03538970,19713083,E2
2022-12-15 07:15:00+00:00,13.252,03538970,19713083,E3
2023-02-17 07:45:00+00:00,15.631,03538970,19713083,E4
2023-07-20 20:15:00+00:00,23.588,03538970,19713083,E5
2022-02-23 12:45:00+00:00,275.806,03539600,19711775,E1
2022-12-09 03:00:00+00:00,200.2,03539600,19711775,E2
2022-12-15 11:15:00+00:00,259.665,03539600,19711775,E3
2023-02-17 11:45:00+00:00,248.339,03539600,19711775,E4
2023-07-21 01:00:00+00:00,205.014,03539600,19711775,E5
2021-10-07 10:00:00+00:00,280.62,03539778,19710283,E1
2022-02-04 07:45:00+00:00,206.996,03539778,19710283,E2
2022-02-23 12:00:00+00:00,351.129,03539778,19710283,E3
2022-02-24 20:15:00+00:00,356.792,03539778,19710283,E4
2022-12-08 01:00:00+00:00,219.455,03539778,19710283,E5
2022-12-15 03:30:00+00:00,297.327,03539778,19710283,E6
2023-02-17 10:15:00+00:00,441.742,03539778,19710283,E7
2023-07-21 00:15:00+00:00,484.218,03539778,19710283,E8
2022-01-02 10:45:00+00:00,487.049,03539800,19710425,E1
2022-02-23 12:45:00+00:00,1059.049,03539800,19710425,E2
2022-12-09 04:45:00+00:00,648.455,03539800,19710425,E3
2022-12-15 11:00:00+00:00,928.792,03539800,19710425,E4
2023-02-17 11:15:00+00:00,1044.891,03539800,19710425,E5
2023-07-21 00:15:00+00:00,1172.316,03539800,19710425,E6
2022-01-02 13:00:00+00:00,637.128,03540500,19712873,E1
2022-02-04 11:00:00+00:00,563.505,03540500,19712873,E2
2022-02-23 14:15:00+00:00,1741.484,03540500,19712873,E3
2022-12-08 04:30:00+00:00,645.623,03540500,19712873,E4
2022-12-09 06:00:00+00:00,770.218,03540500,19712873,E5
2022-12-15 12:00:00+00:00,1325.227,03540500,19712873,E6
2023-02-17 13:15:00+00:00,1682.019,03540500,19712873,E7
2023-03-02 16:45:00+00:00,549.346,03540500,19712873,E8
2023-07-21 01:45:00+00:00,1478.138,03540500,19712873,E9
2022-02-23 19:45:00+00:00,212.942,03543500,19693637,E1
2023-07-21 06:45:00+00:00,152.628,03543500,19693637,E2
2021-08-18 11:30:00+00:00,9.458,03565500,19677799,E1
2021-09-02 10:45:00+00:00,18.548,03565500,19677799,E2
2021-12-30 20:15:00+00:00,9.373,03565500,19677799,E3
2022-01-03 13:00:00+00:00,23.871,03565500,19677799,E4
2022-01-10 16:30:00+00:00,9.996,03565500,19677799,E5
2022-02-04 21:00:00+00:00,10.874,03565500,19677799,E6
2022-02-24 09:00:00+00:00,39.077,03565500,19677799,E7
2022-02-28 10:30:00+00:00,14.838,03565500,19677799,E8
2022-03-10 10:45:00+00:00,15.801,03565500,19677799,E9
2022-06-09 21:15:00+00:00,10.874,03565500,19677799,E10
2022-12-08 14:45:00+00:00,12.006,03565500,19677799,E11
2022-12-15 20:45:00+00:00,20.954,03565500,19677799,E12
2023-01-05 06:45:00+00:00,16.849,03565500,19677799,E13
2023-01-26 04:45:00+00:00,13.989,03565500,19677799,E14
2023-02-03 15:00:00+00:00,9.373,03565500,19677799,E15
2023-02-18 01:00:00+00:00,15.688,03565500,19677799,E16
2023-03-03 10:00:00+00:00,21.153,03565500,19677799,E17
2023-03-04 06:30:00+00:00,15.036,03565500,19677799,E18
2023-03-26 02:30:00+00:00,11.667,03565500,19677799,E19
2023-04-02 09:30:00+00:00,18.123,03565500,19677799,E20
2023-07-21 21:00:00+00:00,14.215,03565500,19677799,E21
2023-08-11 09:15:00+00:00,13.167,03565500,19677799,E22
2023-08-11 23:00:00+00:00,14.527,03565500,19677799,E23
2023-08-16 13:15:00+00:00,27.609,03565500,19677799,E24
2021-09-20 04:30:00+00:00,100.808,03566535,19695443,E1
2021-10-07 08:00:00+00:00,114.683,03566535,19695443,E2
2022-01-02 11:30:00+00:00,98.826,03566535,19695443,E3
2022-02-23 12:45:00+00:00,210.111,03566535,19695443,E4
2022-12-15 09:00:00+00:00,134.222,03566535,19695443,E5
2023-03-02 12:30:00+00:00,98.259,03566535,19695443,E6
2021-09-21 10:15:00+00:00,206.43,03571000,19663107,E1
2021-10-07 22:45:00+00:00,382.277,03571000,19663107,E2
2022-02-24 04:30:00+00:00,370.95,03571000,19663107,E3
2022-12-16 05:00:00+00:00,237.295,03571000,19663107,E4
2023-02-18 13:15:00+00:00,173.582,03571000,19663107,E5
2023-03-04 18:00:00+00:00,159.424,03571000,19663107,E6
2022-02-23 13:30:00+00:00,180.661,03578000,19604615,E1
2022-01-17 04:45:00+00:00,34.547,03578500,19604435,E1
2022-02-23 13:30:00+00:00,91.18,03578500,19604435,E2
2022-02-24 16:30:00+00:00,75.323,03578500,19604435,E3
2023-02-17 15:15:00+00:00,43.891,03578500,19604435,E4
2023-03-02 15:45:00+00:00,62.297,03578500,19604435,E5
2021-08-19 15:00:00+00:00,89.481,03596000,19534712,E1
2021-09-20 00:15:00+00:00,204.447,03596000,19534712,E2
2021-12-30 13:00:00+00:00,64.846,03596000,19534712,E3
2022-01-02 12:30:00+00:00,151.778,03596000,19534712,E4
2022-01-10 07:30:00+00:00,103.073,03596000,19534712,E5
2022-01-17 02:45:00+00:00,111.285,03596000,19534712,E6
2022-01-20 14:30:00+00:00,100.525,03596000,19534712,E7
2022-02-04 09:30:00+00:00,114.117,03596000,19534712,E8
2022-02-23 13:30:00+00:00,233.047,03596000,19534712,E9
2022-04-14 16:30:00+00:00,76.455,03596000,19534712,E10
2022-12-15 07:15:00+00:00,79.57,03596000,19534712,E11
2023-02-17 13:00:00+00:00,165.37,03596000,19534712,E12
2023-03-02 17:30:00+00:00,81.552,03596000,19534712,E13
2023-03-25 17:15:00+00:00,76.739,03596000,19534712,E14
2023-05-08 15:45:00+00:00,61.164,03596000,19534712,E15
2023-08-10 12:30:00+00:00,141.301,03596000,19534712,E16
2021-09-20 02:45:00+00:00,103.073,03597590,19531616,E1
2021-09-21 00:00:00+00:00,106.754,03597590,19531616,E2
2021-10-07 09:45:00+00:00,122.045,03597590,19531616,E3
2022-01-20 08:00:00+00:00,79.57,03597590,19531616,E4
2022-02-04 02:00:00+00:00,86.366,03597590,19531616,E5
2022-02-23 11:00:00+00:00,98.259,03597590,19531616,E6
2022-02-24 10:30:00+00:00,120.913,03597590,19531616,E7
2022-12-08 01:45:00+00:00,79.004,03597590,19531616,E8
2023-02-17 07:30:00+00:00,84.95,03597590,19531616,E9
2021-09-20 23:30:00+00:00,685.267,03598000,19534708,E1
2021-10-07 18:00:00+00:00,231.065,03598000,19534708,E2
2022-01-02 11:30:00+00:00,342.634,03598000,19534708,E3
2022-01-10 08:30:00+00:00,203.881,03598000,19534708,E4
2022-01-17 04:00:00+00:00,235.596,03598000,19534708,E5
2022-01-20 18:00:00+00:00,256.55,03598000,19534708,E6
2022-02-04 10:30:00+00:00,225.119,03598000,19534708,E7
2022-02-23 17:00:00+00:00,472.891,03598000,19534708,E8
2022-12-15 15:00:00+00:00,204.447,03598000,19534708,E9
2023-02-17 16:00:00+00:00,288.832,03598000,19534708,E10
2023-07-21 05:30:00+00:00,186.608,03598000,19534708,E11
2023-08-10 16:30:00+00:00,255.984,03598000,19534708,E12
2021-08-31 14:30:00+00:00,88.065,03599100,19531724,E1
2021-09-20 20:30:00+00:00,97.976,03599100,19531724,E2
2022-01-16 21:00:00+00:00,85.234,03599100,19531724,E3
2022-01-20 10:45:00+00:00,98.259,03599100,19531724,E4
2022-02-24 13:45:00+00:00,126.01,03599100,19531724,E5
2023-02-17 07:00:00+00:00,79.853,03599100,19531724,E6
2021-08-22 10:45:00+00:00,319.98,03599240,19531956,E1
2021-08-31 22:30:00+00:00,385.109,03599240,19531956,E2
2021-09-21 23:15:00+00:00,849.505,03599240,19531956,E3
2021-10-07 21:30:00+00:00,413.426,03599240,19531956,E4
2021-12-18 01:45:00+00:00,305.822,03599240,19531956,E5
2021-12-30 13:15:00+00:00,368.119,03599240,19531956,E6
2022-01-02 18:45:00+00:00,605.98,03599240,19531956,E7
2022-01-10 08:15:00+00:00,410.594,03599240,19531956,E8
2022-01-17 05:15:00+00:00,617.307,03599240,19531956,E9
2022-01-20 17:30:00+00:00,600.317,03599240,19531956,E10
2022-02-04 12:30:00+00:00,396.435,03599240,19531956,E11
